category_id,duration_sec,subscriber_count,publish_hour,publish_dayofweek,publish_month,actual,predicted,probability_high,actual_label,predicted_label
27,1973.0,891000.0,4,3,1,0,0,0.3710350231106615,Low Engagement,Low Engagement
28,345.0,2400000.0,15,5,9,1,0,0.4609311390012083,High Engagement,Low Engagement
2,1278.0,9220000.0,16,1,5,0,1,0.6160806966290722,Low Engagement,High Engagement
24,606.0,35100000.0,18,0,7,1,1,0.8145169417462467,High Engagement,High Engagement
10,532.0,3320000.0,15,0,2,1,0,0.4711970130519488,High Engagement,Low Engagement
23,1492.0,27000000.0,14,2,4,1,1,0.7557091515779698,High Engagement,High Engagement
20,430.0,2400000.0,19,0,3,0,0,0.47980912938441056,Low Engagement,Low Engagement
27,2217.0,3800000.0,15,2,6,0,1,0.5063322830249614,Low Engagement,High Engagement
24,1670.0,11600000.0,2,1,7,0,1,0.6901755224842029,Low Engagement,High Engagement
24,659.0,5820000.0,17,0,1,1,1,0.7830926119800184,High Engagement,High Engagement
24,580.0,12100000.0,21,6,12,1,1,0.7828434859492812,High Engagement,High Engagement
24,1047.0,3080000.0,15,2,6,0,1,0.5038939033603644,Low Engagement,High Engagement
24,604.0,4020000.0,11,2,4,0,0,0.40980948334395784,Low Engagement,Low Engagement
27,304.0,3480000.0,15,1,12,1,0,0.4272461191955198,High Engagement,Low Engagement
20,816.0,3640000.0,19,1,9,0,0,0.4477674836290119,Low Engagement,Low Engagement
20,265.0,952000.0,2,5,10,1,0,0.4312524925004357,High Engagement,Low Engagement
20,889.0,1380000.0,21,5,11,0,0,0.2330010440322845,Low Engagement,Low Engagement
15,349.0,4520000.0,19,4,5,0,0,0.49694029100609033,Low Engagement,Low Engagement
20,613.0,24900000.0,17,3,1,1,1,0.7510948069322345,High Engagement,High Engagement
24,490.0,36300000.0,21,5,2,1,1,0.833845902244725,High Engagement,High Engagement
20,392.0,51600.0,16,1,8,0,0,0.34843570576879035,Low Engagement,Low Engagement
20,740.0,13900000.0,0,1,11,0,1,0.5180115395535247,Low Engagement,High Engagement
22,1122.0,29700000.0,16,5,4,1,1,0.7951151173607923,High Engagement,High Engagement
24,926.0,36300000.0,20,3,9,1,1,0.8341868273111612,High Engagement,High Engagement
20,794.0,6630000.0,18,4,5,0,1,0.6612016944783285,Low Engagement,High Engagement
27,1295.0,394000.0,11,0,7,1,0,0.3120768025122176,High Engagement,Low Engagement
23,297.0,21700000.0,2,4,11,1,1,0.5563431344877756,High Engagement,High Engagement
17,557.0,888000.0,5,2,11,0,0,0.2799519425613681,Low Engagement,Low Engagement
26,940.0,1360000.0,14,1,10,1,0,0.39090276269503166,High Engagement,Low Engagement
24,944.0,13900000.0,21,6,2,0,1,0.8073405296257437,Low Engagement,High Engagement
17,316.0,69800.0,12,2,10,0,0,0.34346227967827364,Low Engagement,Low Engagement
15,1114.0,6780000.0,12,5,10,0,1,0.5937095470827782,Low Engagement,High Engagement
15,870.0,969000.0,13,1,10,0,0,0.3307489659406807,Low Engagement,Low Engagement
24,1092.0,85200.0,13,4,10,0,0,0.31555213318877295,Low Engagement,Low Engagement
17,288.0,5700000.0,23,0,12,1,1,0.5462199008845858,High Engagement,High Engagement
28,389.0,1030000.0,16,1,12,0,0,0.3638107834985149,Low Engagement,Low Engagement
19,913.0,191000.0,15,5,1,0,0,0.231244030638276,Low Engagement,Low Engagement
27,911.0,364000.0,18,0,5,1,0,0.3208046454392653,High Engagement,Low Engagement
28,546.0,103000.0,15,2,11,0,0,0.24095820326129144,Low Engagement,Low Engagement
22,6153.0,6180000.0,16,5,10,0,1,0.5881063778917697,Low Engagement,High Engagement
27,2713.0,78400.0,3,1,3,1,0,0.31551879876193656,High Engagement,Low Engagement
20,614.0,1210000.0,8,0,8,0,0,0.42889420181628624,Low Engagement,Low Engagement
22,444.0,659.0,9,1,4,0,0,0.3442913559903715,Low Engagement,Low Engagement
20,633.0,6630000.0,18,6,7,1,1,0.67085935931512,High Engagement,High Engagement
28,868.0,7090000.0,7,3,7,0,1,0.593787425016661,Low Engagement,High Engagement
28,70.0,71700000.0,16,3,4,1,1,0.7783624712821938,High Engagement,High Engagement
17,1537.0,7860000.0,8,3,11,1,0,0.45192090530798584,High Engagement,Low Engagement
26,608.0,5410000.0,14,5,1,1,1,0.673803203699507,High Engagement,High Engagement
24,628.0,6980000.0,22,4,8,1,1,0.7575444316998841,High Engagement,High Engagement
22,405.0,2280000.0,15,2,12,1,0,0.44902378006494464,High Engagement,Low Engagement
24,770.0,7960000.0,13,3,6,1,1,0.785894192200458,High Engagement,High Engagement
22,511.0,6440000.0,20,5,10,1,1,0.688494658593135,High Engagement,High Engagement
23,1220.0,18500000.0,8,5,3,1,1,0.7653979216786526,High Engagement,High Engagement
23,785.0,13300000.0,4,2,2,1,1,0.6616410292566549,High Engagement,High Engagement
22,959.0,6630000.0,19,1,3,1,1,0.7149214447261254,High Engagement,High Engagement
26,461.0,10400000.0,15,2,11,0,1,0.6184100817080475,Low Engagement,High Engagement
20,653.0,6750000.0,7,2,6,0,1,0.609229314112922,Low Engagement,High Engagement
24,289.0,12500000.0,14,6,6,0,1,0.776722082920146,Low Engagement,High Engagement
22,954.0,27000000.0,23,0,6,0,1,0.7530683930797415,Low Engagement,High Engagement
22,523.0,489000.0,20,0,5,1,0,0.36189036220956783,High Engagement,Low Engagement
17,6136.0,15700000.0,18,3,4,0,1,0.5984897895288704,Low Engagement,High Engagement
26,3713.0,220000.0,17,0,12,0,0,0.24706636364816192,Low Engagement,Low Engagement
28,547.0,103000.0,18,6,11,0,0,0.22153588869595178,Low Engagement,Low Engagement
23,1193.0,4710000.0,18,6,5,1,1,0.744814514939641,High Engagement,High Engagement
26,1634.0,3110000.0,15,5,3,0,0,0.49195134836732424,Low Engagement,Low Engagement
28,685.0,2540000.0,15,3,10,1,0,0.4308686206910103,High Engagement,Low Engagement
26,1065.0,1250000.0,9,2,4,0,0,0.4008920376607564,Low Engagement,Low Engagement
22,284.0,629000.0,14,6,7,0,0,0.4044997673529351,Low Engagement,Low Engagement
25,758.0,18900000.0,10,3,5,1,0,0.48638859830318193,High Engagement,Low Engagement
24,364.0,944000.0,11,2,9,0,0,0.3943242086055599,Low Engagement,Low Engagement
25,899.0,6610000.0,21,3,8,0,0,0.30749669709793964,Low Engagement,Low Engagement
24,2287.0,17300000.0,17,6,11,1,0,0.4705254388802718,High Engagement,Low Engagement
22,674.0,216000.0,15,3,7,1,0,0.36064167288563653,High Engagement,Low Engagement
1,1003.0,13400000.0,19,3,7,1,1,0.8567641586234087,High Engagement,High Engagement
27,347.0,5720000.0,18,1,6,0,1,0.6761460034196639,Low Engagement,High Engagement
20,589.0,43700.0,12,5,11,0,0,0.19874504932336415,Low Engagement,Low Engagement
25,2670.0,2240000.0,6,1,10,1,0,0.3382208520193553,High Engagement,Low Engagement
24,262.0,21800000.0,15,1,7,1,1,0.7953548196239575,High Engagement,High Engagement
15,487.0,41300.0,17,5,8,0,0,0.24136993491863948,Low Engagement,Low Engagement
26,293.0,2690000.0,9,2,6,1,0,0.45433666444492293,High Engagement,Low Engagement
20,632.0,44400.0,17,2,12,0,0,0.32672696398861345,Low Engagement,Low Engagement
27,264.0,19700000.0,14,2,4,1,1,0.7342087495748447,High Engagement,High Engagement
20,807.0,3640000.0,20,3,3,0,0,0.4820104133471034,Low Engagement,Low Engagement
20,266.0,110000000.0,15,5,5,1,1,0.7621674724182984,High Engagement,High Engagement
23,2653.0,2050000.0,17,3,7,1,1,0.6691974365214836,High Engagement,High Engagement
22,534.0,175000.0,20,0,10,1,0,0.33427697390086064,High Engagement,Low Engagement
24,836.0,7590000.0,17,0,9,1,1,0.7833865215430394,High Engagement,High Engagement
27,268.0,2520000.0,9,2,7,0,0,0.4382299616224312,Low Engagement,Low Engagement
1,394.0,2870000.0,14,5,3,1,1,0.7697174376553974,High Engagement,High Engagement
26,690.0,10400000.0,17,4,4,1,1,0.7782124369104324,High Engagement,High Engagement
29,4903.0,185000.0,15,0,1,0,0,0.16103197500857278,Low Engagement,Low Engagement
24,748.0,35100000.0,20,1,8,1,1,0.8388439274022244,High Engagement,High Engagement
26,350.0,21300000.0,22,0,9,1,1,0.7539613628697175,High Engagement,High Engagement
24,517.0,42800000.0,12,3,10,1,1,0.7772897886349562,High Engagement,High Engagement
28,389.0,3690000.0,16,5,5,1,0,0.465365355020177,High Engagement,Low Engagement
15,872.0,3390000.0,14,5,7,1,0,0.4891123608789296,High Engagement,Low Engagement
15,298.0,14200000.0,13,2,1,1,1,0.584473319944485,High Engagement,High Engagement
24,5246.0,216000.0,4,5,11,0,0,0.1727808265637563,Low Engagement,Low Engagement
24,1350.0,1020000.0,14,4,7,1,0,0.37068626480415334,High Engagement,Low Engagement
26,3984.0,80900000.0,9,1,11,0,0,0.3544354115950535,Low Engagement,Low Engagement
27,1089.0,3830000.0,16,2,9,0,0,0.4326616772537528,Low Engagement,Low Engagement
24,721.0,5830.0,16,5,11,0,0,0.2434909900719769,Low Engagement,Low Engagement
26,297.0,1730000.0,13,5,5,0,0,0.4382281254260427,Low Engagement,Low Engagement
28,1784.0,16700000.0,17,5,12,1,1,0.7107465268838447,High Engagement,High Engagement
20,3037.0,3820000.0,1,3,12,1,0,0.45162646538509865,High Engagement,Low Engagement
24,1389.0,131000000.0,8,5,6,1,1,0.7288708073082317,High Engagement,High Engagement
25,360.0,3400000.0,1,2,11,0,0,0.273980674100467,Low Engagement,Low Engagement
27,604.0,2540000.0,14,4,6,0,0,0.43220624884290826,Low Engagement,Low Engagement
26,659.0,21300000.0,17,4,1,1,1,0.7767341748120249,High Engagement,High Engagement
25,810.0,9260000.0,19,2,9,1,0,0.3918851376263302,High Engagement,Low Engagement
28,6596.0,51200.0,17,3,9,0,0,0.29232775341029904,Low Engagement,Low Engagement
22,444.0,19700000.0,15,5,10,1,1,0.7585903704719573,High Engagement,High Engagement
22,437.0,4170000.0,17,3,9,1,1,0.5290028345297635,High Engagement,High Engagement
26,874.0,14800000.0,16,2,6,1,1,0.7675975604001114,High Engagement,High Engagement
17,439.0,3610000.0,12,6,7,1,0,0.46264057658895524,High Engagement,Low Engagement
22,382.0,155000.0,5,2,3,1,0,0.37378063163683806,High Engagement,Low Engagement
20,734.0,59800.0,16,6,8,0,0,0.34144813761708653,Low Engagement,Low Engagement
20,483.0,6960000.0,17,1,7,0,1,0.6447738757166558,Low Engagement,High Engagement
22,1030.0,489000.0,18,0,12,0,0,0.321472029922672,Low Engagement,Low Engagement
19,2419.0,29100.0,0,2,6,0,0,0.2115910192579419,Low Engagement,Low Engagement
27,3743.0,13900000.0,16,1,7,1,1,0.6839253374599056,High Engagement,High Engagement
28,989.0,1210000.0,18,2,10,0,0,0.3523272200090035,Low Engagement,Low Engagement
17,425.0,5340000.0,14,6,10,0,1,0.5106183588046481,Low Engagement,High Engagement
22,957.0,10200000.0,19,4,8,1,1,0.7589648606040142,High Engagement,High Engagement
23,284.0,1830000.0,18,0,10,1,1,0.5820384256670181,High Engagement,High Engagement
26,792.0,850000.0,18,4,1,1,0,0.4065308543123918,High Engagement,Low Engagement
15,644.0,488000.0,18,6,6,1,0,0.2957985306133125,High Engagement,Low Engagement
20,1034.0,4520000.0,21,5,11,0,0,0.370782506262923,Low Engagement,Low Engagement
24,786.0,2460000.0,7,4,7,1,1,0.520203548880099,High Engagement,High Engagement
10,242.0,533000.0,13,2,7,0,1,0.5169467114306944,Low Engagement,High Engagement
26,934.0,3980000.0,16,4,3,0,0,0.46996055882735815,Low Engagement,Low Engagement
24,775.0,1890000.0,21,4,4,0,0,0.45821814055009874,Low Engagement,Low Engagement
20,295.0,2810.0,15,0,7,1,0,0.3489821603281881,High Engagement,Low Engagement
24,999.0,6980000.0,16,5,4,1,1,0.8238098563913944,High Engagement,High Engagement
28,433.0,2390000.0,12,1,5,0,0,0.4056018700634516,Low Engagement,Low Engagement
23,1076.0,4710000.0,18,4,4,1,1,0.7473121621275934,High Engagement,High Engagement
1,619.0,42400000.0,7,1,12,1,1,0.7938781721102608,High Engagement,High Engagement
24,246.0,2170000.0,1,0,5,1,1,0.5114484049920873,High Engagement,High Engagement
23,417.0,9100000.0,19,4,4,1,1,0.7392813158883922,High Engagement,High Engagement
26,1584.0,697000.0,16,4,8,0,0,0.3402653225594183,Low Engagement,Low Engagement
25,483.0,6490000.0,16,4,2,0,0,0.4071821076011207,Low Engagement,Low Engagement
27,670.0,1290000.0,19,2,5,0,0,0.3913301296163162,Low Engagement,Low Engagement
2,1597.0,10900000.0,12,1,8,1,1,0.6376500096485446,High Engagement,High Engagement
24,666.0,113000.0,15,2,9,0,0,0.31537747161168744,Low Engagement,Low Engagement
17,719.0,2200000.0,12,5,3,1,0,0.4756412013408843,High Engagement,Low Engagement
26,824.0,1360000.0,14,4,5,0,0,0.41104689630276203,Low Engagement,Low Engagement
22,1224.0,489000.0,8,0,12,0,0,0.2879718088347989,Low Engagement,Low Engagement
24,35.0,66200000.0,1,1,11,0,0,0.3489271985892279,Low Engagement,Low Engagement
28,993.0,22000000.0,9,3,8,1,1,0.7184857010301181,High Engagement,High Engagement
20,951.0,3640000.0,19,3,4,1,0,0.44514358488627237,High Engagement,Low Engagement
15,385.0,295000.0,14,4,9,0,0,0.2603053774813105,Low Engagement,Low Engagement
20,973.0,2490000.0,19,4,11,0,0,0.30584166405123026,Low Engagement,Low Engagement
24,921.0,6610000.0,22,1,2,0,1,0.7404243670940974,Low Engagement,High Engagement
28,1974.0,178000.0,12,3,5,0,0,0.2861346869773807,Low Engagement,Low Engagement
28,868.0,3290000.0,20,0,12,1,0,0.41780773704747975,High Engagement,Low Engagement
22,351.0,9450000.0,2,1,10,0,1,0.648401274303511,Low Engagement,High Engagement
20,495.0,559000.0,15,4,11,0,0,0.25805118227321927,Low Engagement,Low Engagement
15,280.0,37900000.0,16,2,2,1,1,0.6305910998277473,High Engagement,High Engagement
17,1640.0,576000.0,14,0,5,0,0,0.33636437158888133,Low Engagement,Low Engagement
24,53.0,81300000.0,21,1,4,1,1,0.7885649280070769,High Engagement,High Engagement
15,602.0,247000.0,12,1,11,0,0,0.20740981130805566,Low Engagement,Low Engagement
17,41.0,61700000.0,20,2,10,1,1,0.6807933939630008,High Engagement,High Engagement
24,3657.0,170000.0,12,4,10,0,0,0.2667367461321927,Low Engagement,Low Engagement
10,320.0,95200.0,4,4,11,1,0,0.46741656351924793,High Engagement,Low Engagement
22,1004.0,4910000.0,16,5,3,1,1,0.6646386595199901,High Engagement,High Engagement
22,461.0,8340000.0,8,6,9,1,1,0.7151873503485562,High Engagement,High Engagement
23,254.0,9560000.0,11,4,5,1,1,0.6558208488783923,High Engagement,High Engagement
28,3315.0,1900000.0,19,3,4,0,0,0.41612381725034014,Low Engagement,Low Engagement
17,15735.0,46900.0,0,6,11,0,0,0.1967017366156147,Low Engagement,Low Engagement
25,1514.0,978000.0,0,5,2,1,0,0.3333775280858002,High Engagement,Low Engagement
24,773.0,6990000.0,16,6,7,0,1,0.8054626326981474,Low Engagement,High Engagement
1,825.0,42400000.0,6,3,5,1,1,0.8474006879721269,High Engagement,High Engagement
24,784.0,7960000.0,14,1,5,1,1,0.7416316607484292,High Engagement,High Engagement
22,1224.0,789000.0,7,5,11,0,0,0.17613392212954374,Low Engagement,Low Engagement
22,474.0,12600000.0,15,3,9,1,1,0.7295050250276863,High Engagement,High Engagement
15,1068.0,3240000.0,11,3,8,1,0,0.4860758010330633,High Engagement,Low Engagement
20,1047.0,13900000.0,1,5,2,1,1,0.7246689088929369,High Engagement,High Engagement
27,1011.0,9230000.0,12,4,8,1,1,0.6963004642954291,High Engagement,High Engagement
24,1087.0,24200000.0,12,5,8,1,1,0.821199430790536,High Engagement,High Engagement
15,866.0,266000.0,1,3,3,0,0,0.30623754283902815,Low Engagement,Low Engagement
22,323.0,37900.0,8,3,3,1,0,0.3774945735721338,High Engagement,Low Engagement
15,344.0,6180000.0,12,5,9,0,1,0.6138092317730426,Low Engagement,High Engagement
22,883.0,428000.0,19,0,1,1,0,0.3806803069088928,High Engagement,Low Engagement
27,711.0,4640000.0,13,1,3,0,1,0.6076209104770953,Low Engagement,High Engagement
22,377.0,26500000.0,0,6,8,1,1,0.7447309407987873,High Engagement,High Engagement
20,1073.0,814000.0,2,3,1,1,0,0.4137292927559583,High Engagement,Low Engagement
20,1890.0,1360000.0,17,5,11,0,0,0.20485213399935023,Low Engagement,Low Engagement
28,1176.0,16700000.0,16,2,3,1,1,0.7276241812841255,High Engagement,High Engagement
28,446.0,3480000.0,1,5,7,0,0,0.49497278533101496,Low Engagement,Low Engagement
27,2727.0,19900.0,16,0,4,0,0,0.31177202900192447,Low Engagement,Low Engagement
17,336.0,421000.0,19,0,6,1,0,0.35946833112267607,High Engagement,Low Engagement
22,662.0,10200000.0,1,0,5,1,1,0.7569559217741959,High Engagement,High Engagement
20,804.0,3920000.0,10,4,10,0,0,0.421776002216399,Low Engagement,Low Engagement
24,272.0,949000.0,18,4,12,0,0,0.3960385043541751,Low Engagement,Low Engagement
23,700.0,26100.0,12,3,12,0,0,0.3393207814458781,Low Engagement,Low Engagement
25,372.0,4440000.0,16,6,11,0,0,0.2463589905923684,Low Engagement,Low Engagement
22,805.0,5520000.0,19,4,11,1,1,0.5426889922420247,High Engagement,High Engagement
1,880.0,96200.0,18,4,11,0,0,0.29688002967119476,Low Engagement,Low Engagement
15,631.0,51100.0,13,3,2,0,0,0.2588058297082762,Low Engagement,Low Engagement
20,861.0,13900000.0,4,2,9,0,1,0.6709976795662793,Low Engagement,High Engagement
23,724.0,10500000.0,14,6,3,1,1,0.7730796655925141,High Engagement,High Engagement
15,1443.0,6420.0,13,1,9,0,0,0.1809289559279049,Low Engagement,Low Engagement
25,988.0,4080000.0,14,5,9,0,0,0.3545107253791705,Low Engagement,Low Engagement
20,823.0,298000.0,19,4,6,0,0,0.35140276076285704,Low Engagement,Low Engagement
29,1623.0,3750000.0,12,6,4,0,0,0.2996697052104526,Low Engagement,Low Engagement
26,386.0,1220000.0,23,6,8,0,0,0.43543499022377147,Low Engagement,Low Engagement
24,483.0,36300000.0,21,1,12,1,1,0.7924348088345834,High Engagement,High Engagement
27,493.0,2840000.0,4,6,11,1,0,0.36710188979980857,High Engagement,Low Engagement
22,1966.0,194000.0,13,6,5,0,0,0.29516793796621515,Low Engagement,Low Engagement
25,4102.0,413000.0,15,4,6,0,0,0.3231661935054474,Low Engagement,Low Engagement
27,1401.0,2500000.0,10,0,10,1,0,0.41454141292881874,High Engagement,Low Engagement
26,1227.0,2710000.0,15,5,5,1,0,0.46506503961590395,High Engagement,Low Engagement
20,604.0,135000.0,13,5,8,0,0,0.33918844815383087,Low Engagement,Low Engagement
20,1162.0,376000.0,16,1,1,0,0,0.3510218655286842,Low Engagement,Low Engagement
20,882.0,1240000.0,8,3,7,1,0,0.42720090704551456,High Engagement,Low Engagement
25,384.0,16900000.0,16,1,1,0,0,0.42037658355037205,Low Engagement,Low Engagement
29,4020.0,2950000.0,13,4,10,0,0,0.22382482545897783,Low Engagement,Low Engagement
25,1149.0,6610000.0,22,1,1,0,0,0.3081761810727702,Low Engagement,Low Engagement
24,268.0,5400000.0,14,0,6,0,1,0.7078639654384454,Low Engagement,High Engagement
24,1060.0,5820000.0,16,5,10,1,1,0.8050294912849304,High Engagement,High Engagement
24,762.0,10600000.0,16,4,8,1,1,0.8260521326783816,High Engagement,High Engagement
23,1611.0,7900000.0,15,5,5,1,1,0.797504702358357,High Engagement,High Engagement
