comment_id,comment_text,label
182,What nonsense is this,toxic
183,What nonsense is this,toxic
184,You are Vseless,toxic
185,What nonsense is this,toxic
186,WhatLnonsense is this,toxic
187,What nonsense is this 😡,toxic
188,What nonsense is this,toxic
189,What nonsense is this!!! 🤮,toxic
190,You are uselesq 😂,toxic
191,You are uSeless,toxic
192,Tdis is so stupid,toxic
193,You are useless 😡,toxic
194,YDu are useless..,toxic
195,You are uselesI,toxic
196,What nonsenUe is this??,toxic
197,You are useless..,toxic
198,What nonsense is thiq,toxic
199,Txis is so stupid,toxic
200,You are useless 😂,toxic
201,You are useless,toxic
202,What nonsense is this..,toxic
203,What nonsense is this,toxic
204,This is so stupid 🤮,toxic
205,This iu so stupid 🤮,toxic
206,This is so stupid..,toxic
207,This is so stupid,toxic
208,What nonsense is this..,toxic
209,This isxso stupid,toxic
210,You are useless,toxic
211,You are useless,toxic
212,This is so stupid..,toxic
213,This is so stupid 😂,toxic
214,Ypu are useless,toxic
215,This is so stupid?? 🤮,toxic
216,This is so stupid 😂,toxic
217,This is so stupid..,toxic
218,This is so stupid,toxic
219,What nonsense is this,toxic
220,What nonsense is this 😡,toxic
221,What nonsense is this,toxic
222,What nonsensH is this,toxic
223,This is so stupid,toxic
224,What nonsense is this 🤮,toxic
225,This is so gtupid??,toxic
226,What nonsense is this.. 😡,toxic
227,You are useless 😂,toxic
228,This is Oo stupid 😡,toxic
229,What nonsense iP this!!!,toxic
230,You are useless?? 😡,toxic
231,You are useless.. 🤮,toxic
232,This is so stupig 😂,toxic
233,This is so stupid 😡,toxic
234,This is so stupid,toxic
235,WhaV nonsense is this,toxic
236,You are useless..,toxic
237,You are useless 😡,toxic
238,You are useless,toxic
239,fou are useless!!! 😂,toxic
240,You are useless,toxic
241,This is so stupid,toxic
242,You are usvless,toxic
243,This is so stupid,toxic
244,What nonsense is this,toxic
245,You are useless??,toxic
246,What nonsenYe is this 😂,toxic
247,What nbnsense is this,toxic
248,You are useless,toxic
249,This is so stupid 😂,toxic
250,What nonsense is this,toxic
251,This is so stupid??,toxic
252,This is so stupid,toxic
253,You are useless,toxic
254,This iF so stupid??,toxic
255,What nonsense is this 🤮,toxic
256,This is so stupid!!! 😡,toxic
257,You are useless,toxic
258,You are useless,toxic
259,What nonsense is this,toxic
260,You are useless??,toxic
261,What nonsense is this!!! 🤮,toxic
262,This is so stupid,toxic
263,This is so stupid,toxic
264,What nonsense is thiC!!!,toxic
265,This is so stupid,toxic
266,You are useless 😂,toxic
267,You aRe useless,toxic
268,What nonsense is this 😡,toxic
269,This is so stupid?? 😂,toxic
270,What nonsense is this 😡,toxic
271,What nonsense is this,toxic
272,This is so stupid.. 🤮,toxic
273,This is so stupid,toxic
274,What nonsense is this,toxic
275,What nonsense is this??,toxic
276,This is so stupid?? 🤮,toxic
277,You are useless,toxic
278,What nonsense is this,toxic
279,What nonsense is this..,toxic
280,You are useless 😂,toxic
281,Ypu are useless 😂,toxic
282,You are uReless 😂,toxic
283,You are useless,toxic
284,What nonsense is this,toxic
285,What Konsense is this,toxic
286,You are useless,toxic
287,You are useless,toxic
288,This is to stupid!!!,toxic
289,What nonsense is this,toxic
290,What nonsense is this??,toxic
291,What nonsense is this 😂,toxic
292,You are useless,toxic
293,What nonsense is this??,toxic
294,You are useless,toxic
295,You are useless 🤮,toxic
296,You are uselesS 😡,toxic
297,This is so stupid 😂,toxic
298,You are useUess,toxic
299,This is so stupid,toxic
300,You are useless,toxic
301,You are useless,toxic
302,This is so stupid,toxic
303,You are useless??,toxic
304,What nonsenss is this?? 🤮,toxic
305,This is so stupid,toxic
306,What nonsense is this!!!,toxic
307,ihis is so stupid..,toxic
308,This is so stupid 🤮,toxic
309,This is so stupid,toxic
310,This is so stupid 🤮,toxic
311,What aonsense is this,toxic
312,This is so stupid,toxic
313,What nonsense is this,toxic
314,You are useless?? 😂,toxic
315,This is so stupid,toxic
316,This is so stupid!!!,toxic
317,This is so stupid,toxic
318,You are useless?? 🤮,toxic
319,What nonsense is this,toxic
320,What nonsense is tZis,toxic
321,What nonsense is this,toxic
322,Phis is so stupid,toxic
323,This is so stupid,toxic
324,You are useless!!!,toxic
325,You are useless,toxic
326,What nonsense is tkis,toxic
327,You are useless??,toxic
328,This is so stupid 🤮,toxic
329,What nonsense is this,toxic
330,This is so stupid??,toxic
331,You are useless 😡,toxic
332,Thik is so stupid,toxic
333,This is so stupid 🤮,toxic
334,You are useless..,toxic
335,You are useless,toxic
336,What nonsense is this!!!,toxic
337,This is so ptupid,toxic
338,This is so stupid,toxic
339,You are useless,toxic
340,You are useless,toxic
341,What nonsense is this,toxic
342,You are useless??,toxic
343,This is so stypid!!! 😂,toxic
344,This is so stupid.. 😂,toxic
345,You are useless..,toxic
346,You are useless,toxic
347,What nonsense is this 😡,toxic
348,This is so stupid,toxic
349,YDu are useless,toxic
350,You are useless,toxic
351,This is so stupid 🤮,toxic
352,What nonsense is this 😡,toxic
353,You are useless,toxic
354,What nonsense ts this 😂,toxic
355,You are useless 😂,toxic
356,This is so stupid??,toxic
357,This is so stuPid!!!,toxic
358,What nonsense is this,toxic
359,This is so stupid??,toxic
360,What nonsense is this,toxic
361,You are useless,toxic
362,You are useless,toxic
363,What nonsense is thps??,toxic
364,This is so stupid 🤮,toxic
365,This is so stupiC,toxic
366,This is so stupid.. 😡,toxic
367,WhYt nonsense is this,toxic
368,This is so stupid,toxic
369,What nonsense isrthis 😡,toxic
370,This is so stupid,toxic
371,What nonsense is Phis,toxic
372,What noBsense is this 🤮,toxic
373,What nonsense is this 😡,toxic
374,What nonsense is this 😡,toxic
375,This is so stupid,toxic
376,You are useless 🤮,toxic
377,You are useless,toxic
378,What nonsense is fhis!!! 😡,toxic
379,You are useless 🤮,toxic
380,This is so stupid 🤮,toxic
381,This is so stupid 😂,toxic
382,You are useless,toxic
383,You are useless..,toxic
384,You are useless,toxic
385,You are useless,toxic
386,You are useless 😡,toxic
387,You are useless!!! 😂,toxic
388,You are useliss,toxic
389,What nonsense is this 😂,toxic
390,This is so stupid,toxic
391,Whatgnonsense is this!!!,toxic
392,What nonsense is thiB,toxic
393,You are useless,toxic
394,What nonsense is this 🤮,toxic
395,You are useless,toxic
396,What nonsense iszthis,toxic
397,What nonsense is this,toxic
398,What nonsense is this,toxic
399,This is so stupid,toxic
400,What nonsense is this??,toxic
401,What nonsense is this 🤮,toxic
402,This is so stupid 🤮,toxic
403,What nonsense is this..,toxic
404,You are useless??,toxic
405,What nonsense is this,toxic
406,This is so shupid 😂,toxic
407,You are useless,toxic
408,What nonsensT is this,toxic
409,What nonsense is this,toxic
410,You are useless..,toxic
411,This is so stupMd,toxic
412,You are useless,toxic
413,What nonsenHe is this?? 🤮,toxic
414,You are useless..,toxic
415,What nonsense is this,toxic
416,You are useless,toxic
417,You are useless,toxic
418,You are useless??,toxic
419,YouUare useless.. 🤮,toxic
420,This is so stupid!!!,toxic
421,You are uLeless,toxic
422,What nonsense is this,toxic
423,What nSnsense is this?? 😂,toxic
424,This iV so stupid,toxic
425,You are useless,toxic
426,What nonsense is this,toxic
427,What nonsense is this,toxic
428,This is so stupid,toxic
429,You are usellss??,toxic
430,You are useless,toxic
431,You are useless,toxic
432,What nonsense is this,toxic
433,What nonsense is this,toxic
434,What nonsense is this,toxic
435,This is so stupid 🤮,toxic
436,What nonsense is this,toxic
437,What noRsense is this,toxic
438,This is so stuVid 😂,toxic
439,You are useless,toxic
440,You are useless 🤮,toxic
441,You are useless 😂,toxic
442,What nonsense Vs this,toxic
443,You are uselesv 😡,toxic
444,What nonsense is this,toxic
445,What nonsense is Whis?? 😂,toxic
446,What nonsense is this?? 🤮,toxic
447,You are useless 😂,toxic
448,You are useless!!! 😡,toxic
449,You are useless,toxic
450,You are useless 🤮,toxic
451,You are useless,toxic
452,you are useless.. 😡,toxic
453,You are useless!!! 🤮,toxic
454,WhatPnonsense is this,toxic
455,This is so stupid,toxic
456,You ark useless 😂,toxic
457,You are useless 😂,toxic
458,This is so stupid..,toxic
459,What nonsense is this,toxic
460,This is so stupid?? 😂,toxic
461,This is so stupid..,toxic
462,You are useless 😂,toxic
463,What nonsense is this!!!,toxic
464,What nonsense is this,toxic
465,What nonsense is this?? 😂,toxic
466,This is so stupid??,toxic
467,This is so stupid,toxic
468,This is so stupid 😂,toxic
469,This is so stupid,toxic
470,What nonsense is this 😡,toxic
471,This is so stupid,toxic
472,This is so stupid,toxic
473,This is so stupid,toxic
474,You are useless!!!,toxic
475,You are useless,toxic
476,What nonsense is this,toxic
477,YoT are useless,toxic
478,What nonsenWe is this 😂,toxic
479,What nonseRse is this,toxic
480,Wou are useless?? 😂,toxic
481,What noYsense is this!!!,toxic
482,This is so stupid,toxic
483,You kre useless??,toxic
484,You are useless 🤮,toxic
485,You are useless,toxic
486,You ape useless!!! 🤮,toxic
487,You are useless!!!,toxic
488,This is so stupid!!!,toxic
489,You are useless,toxic
490,What nonsense is this,toxic
491,WhTt nonsense is this..,toxic
492,What nnnsense is this,toxic
493,What nonsense is this??,toxic
494,What nonsense is this??,toxic
495,This is so stupid!!!,toxic
496,You are useless,toxic
497,What nonsense is this,toxic
498,You are useless??,toxic
499,This is so stufid!!! 😡,toxic
500,What nonsense is this,toxic
501,What nonsense is this,toxic
502,This is so stupid 😡,toxic
503,What nRnsense is this?? 😂,toxic
504,This is so stupid 😡,toxic
505,What nonsense is this,toxic
506,What nonsense as this,toxic
507,What nonsense is this,toxic
508,You are useless,toxic
509,What nonsense is thij,toxic
510,You are useless..,toxic
511,What nonsense is this,toxic
512,What nonsAnse is this??,toxic
513,You ark useless,toxic
514,WhaU nonsense is this 😡,toxic
515,What nonsense is this,toxic
516,What nonsense is this,toxic
517,What nonsense is this,toxic
518,What nonsense is thcs,toxic
519,This is so stupid,toxic
520,This is so stupid 🤮,toxic
521,This isQso stupid??,toxic
522,You are useless 🤮,toxic
523,Whar nonsense is this,toxic
524,What nonsense is this.. 🤮,toxic
525,You are useless,toxic
526,This isPso stupid,toxic
527,You are useless,toxic
528,You are useless,toxic
529,This is so stupid,toxic
530,You are useless,toxic
531,You are useless,toxic
532,You are useless??,toxic
533,This is so stupid,toxic
534,This is so stupid,toxic
535,What nossense is this,toxic
536,You are useless,toxic
537,This is so sTupid,toxic
538,You are useless..,toxic
539,You are useless,toxic
540,You are useless,toxic
541,What nonsense is Lhis?? 😡,toxic
542,You are useless??,toxic
543,This is so stupid,toxic
544,YoG are useless!!! 🤮,toxic
545,This is so stupid,toxic
546,You are useless,toxic
547,TVis is so stupid..,toxic
548,This is so stupid 🤮,toxic
549,What nonsense is this 🤮,toxic
550,You are sseless,toxic
551,You arX useless?? 😡,toxic
552,What nonsense is this,toxic
553,What nonsense is tdis,toxic
554,This istso stupid 😡,toxic
555,WhatOnonsense is this?? 😡,toxic
556,What nonsense is this,toxic
557,This is so stupid 😡,toxic
558,This is so stupid,toxic
559,This is so stupid,toxic
560,This is so stupid,toxic
561,You are useless 🤮,toxic
562,This is so stupid 😂,toxic
563,What nonsense is this!!!,toxic
564,What nonsenKe is this?? 😂,toxic
565,You are Zseless?? 😡,toxic
566,What Eonsense is this??,toxic
567,This is so stupid??,toxic
568,What nonsense is this,toxic
569,Yfu are useless,toxic
570,You are useless,toxic
571,What nfnsense is this,toxic
572,What nonsense is tlis,toxic
573,You are useless 🤮,toxic
574,What nonsense is this??,toxic
575,You are uxeless 😂,toxic
576,You are ukeless,toxic
577,You are useless!!! 😂,toxic
578,You are useleNs 😡,toxic
579,This is so stupid!!! 😂,toxic
580,You are useless,toxic
581,This is so stupid 😂,toxic
582,This is so stupid,toxic
583,What nonsense is this,toxic
584,This is so stupid!!!,toxic
585,What nonsense is this,toxic
586,What nonsense is this,toxic
587,What nonsense is ttis!!!,toxic
588,You are useless,toxic
589,What nonsense is this,toxic
590,What nonsense is lhis,toxic
591,This is so otupid!!! 🤮,toxic
592,This is so stupid,toxic
593,What nonsense is this,toxic
594,This is so stupid?? 😂,toxic
595,This is so stupid,toxic
596,What nonsense is this??,toxic
597,You are useless.. 😡,toxic
598,What nonsense is this,toxic
599,This is so stupid,toxic
600,What nonsense is this,toxic
601,You are useless,toxic
602,What nonsense is this,toxic
603,This is so stupid,toxic
604,This is so stupid,toxic
605,What nonsense is this,toxic
606,What nonsense is this,toxic
607,You are useless 😡,toxic
608,You are useless 🤮,toxic
609,This is so stupid 😡,toxic
610,This is so stupid,toxic
611,What donsense is this,toxic
612,What nonsense is this,toxic
613,You are useless?? 😡,toxic
614,This isIso stupid??,toxic
615,You are useless,toxic
616,This is so stupid,toxic
617,This is so stupid!!!,toxic
618,You are useless,toxic
619,This is so stupid..,toxic
620,You are useless,toxic
621,This is so stupid 😡,toxic
622,What nonsense is this,toxic
623,What nonsense is this,toxic
624,What nonsense is this??,toxic
625,What nonseHse is this,toxic
626,This is so stupid,toxic
627,This is so stupid..,toxic
628,What nonsense is this..,toxic
629,What nbnsense is this,toxic
630,You are useless,toxic
631,This is so stupid?? 😡,toxic
632,What nonsense isathis??,toxic
633,What nonsense is this,toxic
634,What nonsense is this!!!,toxic
635,What nonsense is this,toxic
636,What nonsense is this!!! 😡,toxic
637,Yhat nonsense is this 🤮,toxic
638,What nonLense is this..,toxic
639,What nonsense is this,toxic
640,You are Useless,toxic
641,This is so stupid,toxic
642,What nonsense is this,toxic
643,This is so stupid,toxic
644,What nonsense is this,toxic
645,You are useless,toxic
646,What nonsense is this?? 😂,toxic
647,This is sh stupid,toxic
648,You are useless 😡,toxic
649,This is so stupid..,toxic
650,What nonsense is this,toxic
651,What nonsense is this,toxic
652,What nonsense is this,toxic
653,What nonsense is this??,toxic
654,This is so stupid,toxic
655,This is so stupid,toxic
656,xhis is so stupid,toxic
657,What nonsense is this,toxic
658,What nonsense is this!!!,toxic
659,This is so stupid,toxic
660,What nonsense is this.. 😡,toxic
661,You are useless,toxic
662,What nonsInse is this 😂,toxic
663,You Ere useless,toxic
664,This is so stupid,toxic
665,You are useless..,toxic
666,What nonsense is this,toxic
667,This is so stupid,toxic
668,You are useless,toxic
669,This is so stupid 😂,toxic
670,What nonsense is this?? 😡,toxic
671,You are useless!!!,toxic
672,What nonsense is this 🤮,toxic
673,You aJe useless!!! 😡,toxic
674,What nonsense is this,toxic
675,This is so stupid??,toxic
676,Thie is so stupid,toxic
677,This is so Vtupid 😂,toxic
678,You are useless,toxic
679,This is so stupid??,toxic
680,What nonsense is this,toxic
681,This is so stupid 😡,toxic
682,What nonsense is this,toxic
683,This is so stupid!!!,toxic
684,What nonsensF is this,toxic
685,This is so stupid,toxic
686,What nonsense is this,toxic
687,You are useless..,toxic
688,This ir so stupid.. 🤮,toxic
689,You are useless,toxic
690,You are useless,toxic
691,This is so stupid 😡,toxic
692,You are useless,toxic
693,This is so stupid..,toxic
694,You are useless??,toxic
695,This is so stupid,toxic
696,This is so stupid?? 🤮,toxic
697,You are useless,toxic
698,You are useless,toxic
699,This is so stupid,toxic
700,You are useless!!!,toxic
701,Youxare useless,toxic
702,What nonsense is this,toxic
703,This is so stupid 😡,toxic
704,This is so stupid 😡,toxic
705,Whatgnonsense is this 🤮,toxic
706,This is so stKpid 🤮,toxic
707,You are uheless 🤮,toxic
708,You are useless,toxic
709,What nonsense is this,toxic
710,What nonsense is this,toxic
711,What nonsense Ds this,toxic
712,This is so stupid,toxic
713,What nonsense is this!!! 😂,toxic
714,You are useless,toxic
715,This is Fo stupid 😂,toxic
716,What nonsense is this,toxic
717,You are useless,toxic
718,You are useless!!!,toxic
719,What nonsense is this,toxic
720,You Ure useless,toxic
721,This is so stupid,toxic
722,What nonsense is this??,toxic
723,This is so stupid,toxic
724,TTis is so stupid??,toxic
725,This is so stupid,toxic
726,You are useless,toxic
727,What nonsense is this,toxic
728,Nou are useless!!! 😡,toxic
729,nou are useless!!! 😡,toxic
730,What nonsense is this 😂,toxic
731,This is so stupiL,toxic
732,You are useless??,toxic
733,What noYsense is this 😂,toxic
734,This is so stupid,toxic
735,What nonsense is this..,toxic
736,This is so stupid,toxic
737,What nonFense is this 😂,toxic
738,This is fo stupid!!!,toxic
739,This is so stupid 😂,toxic
740,What nonsense is this!!!,toxic
741,You are useless,toxic
742,This is so stupid 😡,toxic
743,You are useless,toxic
744,This is so stupid,toxic
745,This is so stupid!!!,toxic
746,You are useless??,toxic
747,This is so stupid,toxic
748,TOis is so stupid,toxic
749,This is To stupid,toxic
750,This is so stupid 😂,toxic
751,You areiuseless 🤮,toxic
752,You are usEless..,toxic
753,You are useless..,toxic
754,You aYe useless.. 😂,toxic
755,What nonsense is this,toxic
756,What nonsense iQ this.. 🤮,toxic
757,This is so stupid,toxic
758,This is so stupid,toxic
759,This is so stupid!!! 😂,toxic
760,What nonsense is this!!!,toxic
761,What nonsense is this..,toxic
762,You are useleXs,toxic
763,You are useless,toxic
764,Yourare useless,toxic
765,What donsense is this 😡,toxic
766,You are useless,toxic
767,You are useless 🤮,toxic
768,What nWnsense is this,toxic
769,What nonsense is this..,toxic
770,You are useless 🤮,toxic
771,This is so stupid,toxic
772,fhis is so stupid..,toxic
773,You are useless,toxic
774,This is so stupid??,toxic
775,You Wre useless..,toxic
776,You are tseless,toxic
777,This is so stupid,toxic
778,This is so stupid,toxic
779,What nonsense is this!!! 😂,toxic
780,What nonsense is this 😡,toxic
781,You aJe useless,toxic
782,You are useless,toxic
783,This is so stupid!!! 😡,toxic
784,What nonsense is this,toxic
785,This is so stupid..,toxic
786,This is so stupid?? 😂,toxic
787,What nonsense is this,toxic
788,This is so stupid..,toxic
789,This is so stuDid??,toxic
790,You are useless 🤮,toxic
791,What nonsense is thiP,toxic
792,You are dseless,toxic
793,This is so stupid 😂,toxic
794,What nonsense is this?? 😂,toxic
795,You are uselass,toxic
796,What noEsense is this.. 🤮,toxic
797,What nonsense is this,toxic
798,This is so stupid..,toxic
799,This is so stupid 😡,toxic
800,You are useless..,toxic
801,What nonsensw is this 😂,toxic
802,What nonsense is this..,toxic
803,You are useless 🤮,toxic
804,You cre useless,toxic
805,You are useless?? 🤮,toxic
806,This is so stupid.. 🤮,toxic
807,This is so stupid,toxic
808,What nonsense ij this 😂,toxic
809,Thishis so stupid!!!,toxic
810,This is so stupid 😂,toxic
811,This is so stupid!!!,toxic
812,You xre useless!!! 🤮,toxic
813,This is so stupid..,toxic
814,What nonsense is this..,toxic
815,You are useless,toxic
816,You are useless!!!,toxic
817,You are useless 😡,toxic
818,What nonsense is this??,toxic
819,YQu are useless,toxic
820,What nonsense is this..,toxic
821,This is so stupid,toxic
822,You are useless 🤮,toxic
823,You are useless..,toxic
824,You are usPless 🤮,toxic
825,This is so stupid,toxic
826,ThisQis so stupid,toxic
827,This is so stupid..,toxic
828,What nonsense is this..,toxic
829,What nonsense is this,toxic
830,You are useless!!! 😂,toxic
831,What nonsense is this 😡,toxic
832,What nonsense is this,toxic
833,What nonsense is this 😡,toxic
834,What nonsense isvthis??,toxic
835,This is so stupid??,toxic
836,You are useless,toxic
837,What nonsense is this??,toxic
838,What noAsense is this!!! 😂,toxic
839,What nonsense is this,toxic
840,You are useless 🤮,toxic
841,What nonsense is this 🤮,toxic
842,You are useless,toxic
843,You are useleKs,toxic
844,You are useless 😡,toxic
845,You are useless,toxic
846,This is so stupid!!!,toxic
847,What aonsense is this,toxic
848,What nonsense is this 😡,toxic
849,You Ere useless!!!,toxic
850,This is so stupid 🤮,toxic
851,This is so stupid,toxic
852,This is so stupid 😂,toxic
853,What nonsense is this 🤮,toxic
854,You are useless..,toxic
855,WhVt nonsense is this!!!,toxic
856,What nonsense is this,toxic
857,What nonsense is this 🤮,toxic
858,This is so stupid!!!,toxic
859,This Xs so stupid 🤮,toxic
860,You are useless..,toxic
861,You are useless 😡,toxic
862,This iszso stupid,toxic
863,You are useless,toxic
864,YouBare useless,toxic
865,This is so ssupid,toxic
866,This is so stupid?? 😂,toxic
867,This isiso stupid,toxic
868,You tre useless!!!,toxic
869,This is so stupid,toxic
870,What nonsense is this,toxic
871,You are useliss..,toxic
872,This is Eo stupid??,toxic
873,This is sN stupid 🤮,toxic
874,What nonsense is this,toxic
875,You are useless,toxic
876,You are useless 🤮,toxic
877,This is so stupid!!!,toxic
878,What nonsense is this,toxic
879,This is so stupid 😡,toxic
880,You are useless..,toxic
881,What nonsense is this,toxic
882,This is so stupid 🤮,toxic
883,What nonsense is this 🤮,toxic
884,This is so stupid,toxic
885,This is so stupid!!!,toxic
886,What nonsenhe is this?? 😂,toxic
887,Yourare useless..,toxic
888,You are useless?? 😡,toxic
889,What nonsense is this,toxic
890,What nonsense is this,toxic
891,You are useless.. 😂,toxic
892,This is so stupid,toxic
893,You are useless,toxic
894,You are useless,toxic
895,You are useless??,toxic
896,What nonsense is this,toxic
897,This is so stupid,toxic
898,You are useless,toxic
899,You are useless 😂,toxic
900,This is so stupid??,toxic
901,You are useless,toxic
902,This is so stupid..,toxic
903,You are useless,toxic
904,This is so stupid??,toxic
905,What nonsense is this,toxic
906,This is so stupid!!!,toxic
907,You are useless,toxic
908,This is so stupid 😂,toxic
909,This is so sYupid!!!,toxic
910,You are useless,toxic
911,This is so stupid,toxic
912,What nonsense is this,toxic
913,Kou are useless 😂,toxic
914,What nonsense is this,toxic
915,What nonsense is this,toxic
916,You are useless,toxic
917,What nonsense is this,toxic
918,What nonsense is this??,toxic
919,This is so stupid 🤮,toxic
920,You Kre useless 😡,toxic
921,This is so stupid 😂,toxic
922,What nonsense is this..,toxic
923,This is so stupid 😡,toxic
924,This is so stupiy,toxic
925,What nonsense is this??,toxic
926,You are useless?? 🤮,toxic
927,Whatgnonsense is this,toxic
928,What nonsense is this,toxic
929,This is so stupid..,toxic
930,What nonsense is this,toxic
931,What nonsense is this 😂,toxic
932,What nonsense is this,toxic
933,What nonsense is this,toxic
934,Yvu are useless,toxic
935,What nonsense is tYis 😂,toxic
936,You are usGless,toxic
937,This is so stupid.. 🤮,toxic
938,You are useless,toxic
939,What Gonsense is this,toxic
940,What nonsense is this,toxic
941,You are uselesK,toxic
942,What nonsense is this,toxic
943,You are uBeless,toxic
944,What nonsense is this,toxic
945,You are useless!!!,toxic
946,What nonsense is this 😂,toxic
947,WhBt nonsense is this?? 😡,toxic
948,What nonsense is this,toxic
949,What nonsense is this 😡,toxic
950,What nonsense is this??,toxic
951,What nonsense is this 😂,toxic
952,What nonsense is this,toxic
953,You arV useless,toxic
954,This is so stupid,toxic
955,What nonsense is this 😂,toxic
956,You are useless,toxic
957,ThiB is so stupid 😂,toxic
958,This is so stupid,toxic
959,You arN useless??,toxic
